PMID,Title,Abstract,Journal,Year,Authors,DOI,MeshTerms,PublicationTypes,SourceQueries,RetrievedAt
39648209,The efficacy and cerebral mechanism of intradermal acupuncture for major depressive disorder: a multicenter randomized controlled trial.,"New combinations or alternative therapies for major depressive disorder (MDD) are necessary. Intradermal acupuncture (IA) shows promise but requires further investigation regarding its efficacy, safety, and mechanisms. Conducted across 3 centers from November 2022 to January 2024, our randomized controlled trial included 120 participants with moderate to severe MDD, divided into the selective serotonin reuptake inhibitors (SSRIs), SSRIs plus sham IA (SSRIs + SIA), and SSRIs plus active IA (SSRIs + AIA) groups. Acupuncture groups received 10 sessions over 6 weeks at Shenmen (HT7), Neiguan (PC6), Sanyinjiao (SP6) and Taichong (LR3) bilaterally, followed by a 4-week follow-up. The primary outcome was changes in Hamilton Depression Rating Scale-17 (HAMD-17) scores at week 6. Furthermore, healthy controls (HCs) and MDD patients underwent magnetic resonance imaging (MRI) scans for functional connectivity (FC) analysis. After 6 weeks of treatment, the SSRIs + AIA group showed a greater reduction in HAMD-17 score than the SSRIs + SIA group (MD, -4.9 [CI, -7.6 to -2.2], P < 0.001) and SSRIs group (MD, -5.1 [CI, -7.8 to -2.3], P < 0.001). No serious adverse events occurred. SSRIs + AIA resulted in lower incidences of palpitations (vs.SSRIs + SIA: OR, 0.1% [CI, 0.0-1.0%]; vs. SSRIs: OR, 0.1% [CI, 0.0-0.7%]; P < 0.05), somnolence (vs.SSRIs + SIA: OR, 0.1% [CI, 0.0-0.9%]; vs.SSRIs: OR, 0.1% [CI, 0.0-0.7%]; P < 0.05), and nausea (vs.SSRIs + SIA: OR, 0.1% [CI, 0.0-1.0%]; vs. SSRIs: OR, 0.1% [CI, 0.0-0.9%]; P < 0.05). MDD patients showed abnormal FCs, and IA enhanced FCs between striatum and frontal_inf_tri, and striatum and cerebellum in the MRI study. Overall, IA as adjunctive therapy provides clinical efficacy and safety for MDD, and it may exert antidepressant effects by modulating striatal FCs.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2025,Wu Xiaoting; Tu Mingqi; Yu Zelin; Cao Zhijian; Qu Siying; Chen Nisang; Jin Junyan; Xiong Sangsang; Yang Jiajia; Pei Shuangyi; Xu Maosheng; Wang Jia; Shi Yan; Gao Lishu; Xie Jian; Li Xinwei; Fang Jianqiao; Shao Xiaomei,10.1038/s41386-024-02036-5,Humans; Major Depressive Disorder; Male; Female; Adult; Acupuncture Therapy; Middle Aged; Magnetic Resonance Imaging; Selective Serotonin Reuptake Inhibitors; Treatment Outcome; Acupuncture Points; Brain,Journal Article; Randomized Controlled Trial; Multicenter Study,core_tcm_intervention,2026-06-11 17:47:33
37502820,Editorial: Traditional Chinese medicine for depression and anxiety.,,Frontiers in psychiatry,2023,Yang Xinjing; Shi Chuan; Bao Tuya; Zhang Zhangjin,10.3389/fpsyt.2023.1217886,,Editorial,core_tcm_intervention,2026-06-11 17:47:33
39726932,Traditional Chinese medicine treatment of insomnia based on microbial-gut-brain axis theory.,"In recent years, insomnia has gradually become a common disease in society, which seriously affects people's quality of life. At present, with the deepening of research on intestinal microbiota-gut-brain axis in Western medicine, many studies suggest that regulating the gastrointestinal tract can treat brain-related diseases. It is found that brain-gut-bacteria axis plays an important role in the prevention and treatment of primary insomnia. At present, although the clinical treatment of insomnia with Western medicine can improve the insomnia symptoms of patients to a certain extent, there are still obvious adverse reactions, such as anxiety and depression, drug addiction, <i>etc.</i>, so long-term oral drug therapy cannot be carried out. Traditional Chinese medicine (TCM) and acupuncture techniques have certain therapeutic effects on insomnia. TCM believes that the brain and gastrointestinal system are connected through the meridian, and the pathophysiology is closely related. This paper will discuss the theory and feasibility of TCM for the treatment of insomnia from the pathological relationship between brain-gut axis, intestinal flora and insomnia.",World journal of clinical cases,2024,Wang Xue-Jian,10.12998/wjcc.v12.i36.6867,,Editorial,core_tcm_intervention,2026-06-11 17:47:33
39426604,Natural products that alleviate depression: The putative role of autophagy.,"Major depressive disorder (MDD) is a common mental disorder that severely disrupts psychosocial function and decreases the quality of life. Although the pathophysiological mechanism underlying MDD is complex and remains unclear, emerging evidence suggests that autophagy dysfunction plays a role in MDD occurrence and progression. Natural products serve as a major source of drug discovery and exert tremendous potential in developing antidepressants. Recently published reports are paying more attention on the autophagy regulatory effect of antidepressant natural products. In this review, we comprehensively discuss the abnormal changes occurred in multiple autophagy stages in MDD patients, and animal and cell models of depression. Importantly, we emphasize the regulatory mechanism of antidepressant natural products on disturbed autophagy, including monomeric compounds, bioactive components, crude extracts, and traditional Chinese medicine formulae. Our comprehensive review suggests that enhancing autophagy might be a novel approach for MDD treatment, and natural products restore autophagy homeostasis to facilitate the renovation of mitochondria, impede neuroinflammation, and enhance neuroplasticity, thereby alleviating depression.",Pharmacology & therapeutics,2024,Zhou Yunfeng; Nan Fengwei; Zhang Qianwen; Xu Wangjun; Fang Shaojie; Liu Ke; Zhao Bingxin; Han Hao; Xie Xinmei; Qin Changjiang; Pang Xiaobin,10.1016/j.pharmthera.2024.108731,"Autophagy; Humans; Biological Products; Animals; Antidepressive Agents; Major Depressive Disorder; Drugs, Chinese Herbal","Journal Article; Review; Research Support, Non-U.S. Gov't",core_tcm_intervention; pathway_mechanism,2026-06-11 17:47:33
42088582,Management of depression utilizing Traditional Chinese Medicine.,"Depression is a major global health concern, characterized by profound mental and physical debilitation that severely impairs quality of life. The World Health Organization projects that it will become the second-leading cause of global disease burden by 2030, underscoring the urgent need for effective therapeutic strategies. However, the pathogenesis of depression remains incompletely elucidated, and first-line pharmacological treatments, such as selective serotonin reuptake inhibitors (SSRIs), are frequently limited by delayed clinical onset, suboptimal response rates, and notable adverse effects. In contrast, traditional Chinese medicine (TCM), with its holistic philosophy and potential for multi-target modulation, offers a promising complementary approach. This review systematically synthesizes contemporary research on TCM for depression, covering botanical drug formulas, single medicinal botanical drugs, and their purified bioactive metabolites. We critically evaluate the proposed mechanisms-spanning monoaminergic regulation, modulation of neurotrophic factors, anti-inflammatory activity, and interactions between the microbiota-gut-brain axis-and discuss the associated translational challenges and future research directions.",Frontiers in pharmacology,2026,Ma Rong; Ma Junrui; Zhang Hushan,10.3389/fphar.2026.1763214,,Journal Article; Review,core_tcm_intervention,2026-06-11 17:47:33
31344252,Acupuncture in Obstetrics and Gynecology.,"Acupuncture is a key component of therapy in traditional Chinese medicine. Only in the last few decades has acupuncture become popular in the United States. The mechanism behind acupuncture's effects on the body and brain has not been completely elucidated, but there is evidence that acupuncture has effects on the endocrine, immune, and sympathetic and parasympathetic nervous systems. It may also act through electrical and mechanical signaling through the connective tissue and fascia. Despite this uncertainty, the positive effects of acupuncture have been well established. In this review, we discuss the basic concepts of traditional Chinese medicine and acupuncture and examine the evidence regarding the use of acupuncture in obstetrics and gynecology. We conducted a literature review of acupuncture in obstetrics and gynecology using PubMed. The available data demonstrate that acupuncture is beneficial in the treatment of labor pain, back pain in pregnancy, and dysmenorrhea. It is unclear if acupuncture is effective for hyperemesis, chemotherapy-induced nausea and vomiting, and menopausal hot flushes, or if moxibustion is effective in correcting breech presentation. There are limited but positive data regarding menopause-related sleep disturbances, depression in pregnancy, and overactive bladder. Acupuncture is not beneficial for improving outcomes in in vitro fertilization. Acupuncture is an increasingly popular therapy with many potential applications in obstetrics and gynecology. A general understanding of the basic principles of acupuncture and the safety and efficacy of its practice is necessary for the general obstetrician and gynecologist to make informed recommendations to patients.",Obstetrical & gynecological survey,2019,Bishop Katherine C; Ford Anne C; Kuller Jeffrey A; Dotters-Katz Sarah,10.1097/OGX.0000000000000655,"Acupuncture Therapy; Female; Genital Diseases, Female; Humans; Obstetrics; Pregnancy",Journal Article; Review,core_tcm_intervention,2026-06-11 17:47:33
27693978,Acupuncture treatment modulates the corticostriatal reward circuitry in major depressive disorder.,"Major depressive disorder (MDD) is a common disorder with a high prevalence and significant social and economic impacts. Nevertheless, the treatment of MDD is far from satisfactory. Acupuncture treatment has emerged as a promising method for treating MDD. However, the neural mechanism by which acupuncture reduces depressive symptoms is not fully understood. Studies have shown that the corticostriatal reward circuitry is associated with the pathophysiology of MDD; thus, we investigated the corticostriatal resting-state functional connectivity (rsFC) before and after real and sham acupuncture treatments combined with the antidepressant fluoxetine. Forty-six female major depressive patients were assigned to either verum acupuncture plus fluoxetine (n = 22) or sham acupuncture plus fluoxetine (n = 24) treatment for 8 weeks, and resting state functional magnetic resonance imaging (fMRI) data were collected before the first and after the last treatment sessions. The results showed that compared with sham acupuncture, the verum acupuncture group showed: (1) significantly increased rsFC between inferior ventral striatum and medial prefrontal cortex, ventral rostral putamen and amygdala/parahippocampus, as well as dorsal caudate and middle temporal gyrus; (2) significantly decreased rsFC between right ventral rostral putamen and right dorsolateral prefrontal cortex, and right dorsal caudate and bilateral cerebellar tonsil. The increased rsFC between the inferior ventral striatum and medial prefrontal cortex, ventral rostral putamen and amygdala/parahippocampus were significantly positively associated with decreased clinical scores (Montgomery-Åsberg Depression Rating Scale and Self-Rating Depression Scale scores) at the end of the eight-week treatment. Our findings suggest that acupuncture may achieve treatment effects by modulating the corticostriatal reward/motivation circuitry in MDD patients.",Journal of psychiatric research,2017,Wang Zengjian; Wang Xiaoyun; Liu Jian; Chen Jun; Liu Xian; Nie Guangning; Jorgenson Kristen; Sohn Ki Cheul; Huang Ruiwang; Liu Ming; Liu Bo; Kong Jian,10.1016/j.jpsychires.2016.09.014,"Acupuncture Therapy; Adult; Antidepressive Agents, Second-Generation; Cerebral Cortex; Combined Modality Therapy; Corpus Striatum; Major Depressive Disorder; Female; Fluoxetine; Humans; Magnetic Resonance Imaging; Middle Aged; Neural Pathways; Psychiatric Status Rating Scales; Rest; Reward; Treatment Outcome","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",core_tcm_intervention,2026-06-11 17:47:33
38262525,Potential therapeutic effects of Chinese herbal medicine in postpartum depression: Mechanisms and future directions.,"Postpartum depression (PPD) is a common psychiatric disorder in women after childbirth. Per data from epidemiologic studies, PPD affects about 5%-26.32% of postpartum mothers worldwide. Biological factors underlying this condition are multiple and complex and have received extensive inquiries for the roles they play in PPD. Chinese herbal medicine (CHM), which is widely used as a complementary and alternative therapy for neurological disorders, possesses multi-component, multi-target, multi-access, and low side effect therapeutic characteristics. CHM has already shown efficacy in the treatment of PPD, and a lot more research exploring the mechanisms of its potential therapeutic effects is being conducted. This review provides an in-depth and comprehensive overview of the underlying mechanisms of PPD, as well as samples the progress made in researching the potential role of CHM in treating the disorder. Literature was searched comprehensively in scholarly electronic databases, including PubMed, Web of Science, Scopus, CNKI and WanFang DATA, using the search terms ""postpartum depression"", ""genetic"", ""hormone"", ""immune"", ""neuroinflammation"", ""inflammation"", ""neurotransmitter"", ""neurogenesis"", ""brain-gut axis"", ""traditional Chinese medicine"", ""Chinese herbal medicine"", ""herb"", and an assorted combination of these terms. PPD is closely associated with genetics, as well as with the hormones, immune inflammatory, and neurotransmitter systems, neurogenesis, and gut microbes, and these biological factors often interact and work together to cause PPD. For example, inflammatory factors could suppress the production of the neurotransmitter serotonin by inducing the regulation of tryptophan-kynurenine in the direction of neurotoxicity. Many CHM constituents improve anxiety- and depression-like behaviors by interfering with the above-mentioned mechanisms and have shown decent efficacy clinically against PPD. For example, Shen-Qi-Jie-Yu-Fang invigorates the neuroendocrine system by boosting the hormone levels of hypothalamic pituitary adrenal (HPA) and hypothalamic pituitary gonadal (HPG) axes, regulating the imbalance of Treg/T-helper cells (Th) 17 and Th1/Th2, and modulating neurotransmitter system to play antidepressant roles. The Shenguiren Mixture interferes with the extracellular signal-regulated kinase (ERK) pathway to enhance the number, morphology and apoptosis of neurons in the hippocampus of PPD rats. Other herbal extracts and active ingredients of CHM, such as Paeoniflorin, hypericin, timosaponin B-III and more, also manage depression by remedying the neuroendocrine system and reducing neuroinflammation. The pathogenesis of PPD is complex and diverse, with the main pathogenesis not clear. Still, CHM constituents, like Shen-Qi-Jie-Yu-Fang, the Shenguiren Mixture, Paeoniflorin, hypericin and other Chinese Medicinal Formulae, active monomers and Crude extracts, treats PPD through multifaceted interventions. Therefore, developing more CHM components for the treatment of PPD is an essential step forward.",Journal of ethnopharmacology,2024,Xie Hongxiao; Xie Zhiqiang; Luan Fei; Zeng Jiuseng; Zhang Xiumeng; Chen Li; Zeng Nan; Liu Rong,10.1016/j.jep.2024.117785,"Humans; Female; Animals; Rats; Drugs, Chinese Herbal; Depression, Postpartum; Medicine, Chinese Traditional; Biological Factors; Neurotransmitter Agents; Anthracenes; Glucosides; Perylene; Monoterpenes; Glycosides",Journal Article; Review,clinical_subtypes; core_tcm_intervention,2026-06-11 17:47:33
28807166,Neurobiology of Chinese Herbal Medicine on Major Depressive Disorder.,"Major depressive disorder, or depression, becomes a serious public health problem globally. As current mainstream conventional antidepressants have limitations in unsatisfied response and remission rate, late onset of efficacy and side effects, increasing attention has been drawn to traditional Chinese medicine (TCM), in which mixture of herbs is commonly prescribed after the clinicians make pattern identification for diagnosis. Here, the principle of herbal formulation for TCM (Chinese herbal medicine, CHM) on depression as well as some clinical outcome research is briefly introduced. The neurobiological mechanisms underlying antidepressant effects of CHM, including enhancement of monoamine, dehyperactivation of hypothalamic-pituitary-adrenal axis, neuroimmune response, and neurotrophic factors are discussed. Additionally, the results from emerging research into rapid antidepressant efficacy using CHM formula Yueju, as well as the associated neuroplastical mechanisms, are summarized. The in-depth study of the antidepressant efficacy, and underlying chemical substrates, as well as the molecular and systems neurobiological mechanisms may shed new lights for better understanding the mechanisms of CHM and improving the therapy.",International review of neurobiology,2017,Chen Gang; Guo Xiaoyan,10.1016/bs.irn.2017.02.005,"Animals; Major Depressive Disorder; Drugs, Chinese Herbal; Humans; Medicine, Chinese Traditional","Journal Article; Review; Research Support, Non-U.S. Gov't",core_tcm_intervention; tcm_syndrome,2026-06-11 17:47:33
38669363,Different acupuncture and moxibustion therapies in the treatment of IBS-D with anxiety and depression: A network meta-analysis.,"Currently, a variety of Western medical interventions are available for the treatment of diarrhea-predominant irritable bowel syndrome (IBS-D) with comorbid anxiety and depression. However, the attendant negative effects also emerge, putting pressure on healthcare resources and socio-economic structures. In recent years, the benefits of acupuncture (ACU) and moxibustion in the treatment of IBS-D with anxiety and depression have gradually emerged. However, there are many types of ACU-moxibustion-related treatments, and the aim of this study is to examine the effectiveness of different ACU-moxibustion therapies in the treatment of anxiety and depression in IBS-D patients. Searched and identified randomized controlled trials (RCTS) of ACU for the treatment of anxiety and depression in patients with irritable bowel syndrome (IBS). The search spanned from the establishment of the database until September 1, 2023. Revman 5.4 and Stata 15.0 software were used for network meta-analysis (NMA), and the included interventions were ranked by the area under the cumulative ranking curve. A total of 26 articles involving 8 interventions were included. In terms of improving HAMA score, MOX was superior to EA, combined therapies, CH, WM and placebo; In terms of improving HAMD score, MOX was superior to ACU, EA, combined therapies, WM and placebo; In terms of improving the SAS score, The combined therapies were superior to EA, CH and WM; In terms of improving SDS scores, The combined therapies were superior to EA, CH and WM; In terms of improving IBS-SSS score, The combined therapies were superior to WM; In terms of reducing recurrence rates, CH was superior to combined therapies; In terms of improving total effective rates, MOX was superior to EA, CH, WM and placebo; MOX, combined therapies, ACU and EA ranked higher in SUCRA of different outcome indicators. MOX, combined therapies, ACU and EA have certain curative effect on anxiety and depression in patients with IBS-D, and their safety is high. ACU and MOX combined with other therapies also have significant advantages in the treatment effect.",Medicine,2024,Hou Yi; Chang Xiaoli; Liu Ningning; Wang Zhen; Wang Zhengwen; Chen Shaozong,10.1097/MD.0000000000037982,Humans; Moxibustion; Acupuncture Therapy; Irritable Bowel Syndrome; Anxiety; Depression; Randomized Controlled Trials as Topic; Treatment Outcome,Journal Article; Network Meta-Analysis,core_tcm_intervention,2026-06-11 17:47:33
