herb ,efficacy
Tao Ye,Insecticide 
Tao Ye,Clear heat 
Tao Ye,Rheumatism 
H0473,Filling 
H0473,Moisturize 
H0473,Yijing 
H0473,Tonic 
H0441,Cool blood  
H0441,Clear heat 
H0441,Nourish yin 
H0441,Tonic 
Jiu Xiang Chong,Impotence  
Jiu Xiang Chong,Analgesic
Jiu Xiang Chong,Warm the kidney 
Jiu Xiang Chong,Qi 
She Mei,Cool blood  
She Mei,Reduce swelling 
She Mei,Clear heat 
She Mei,Detoxify 
Yu Bai Fu,Break up 
Yu Bai Fu,Antispasmodic 
Yu Bai Fu,Analgesic
Yu Bai Fu,Expelling wind and phlegm 
Yu Bai Fu,Detoxify 
Nu Zhen Zi,Eyesight 
Nu Zhen Zi,Clear deficiency and heat 
Nu Zhen Zi,Nourish the liver 
Nu Zhen Zi,Tonifying the kidney 
ZHU MA GEN,Cool blood  
ZHU MA GEN,Diuretic
ZHU MA GEN,Fetus 
ZHU MA GEN,Hemostasis 
ZHU MA GEN,Clear heat 
ZHU MA GEN,Detoxify 
Ji Xue Teng,Invigorate blood 
Ji Xue Teng,Tonic 
Ji Xue Teng,Tongluo 
Ou Jie Tan,Sanyu
Ou Jie Tan,Hemostasis 
Mi Huang Qi,Diuretic
Mi Huang Qi,Solid watch 
Mi Huang Qi,Consignment 
Mi Huang Qi,Sore 
Mi Huang Qi,Antiperspirant
Mi Huang Qi,Invigorate
H1104,Wide chest 
H1104,Break up 
H1104,Phlegm 
H1104,Moisturize  
H1104,Clear heat 
H1104,Slippery bowel 
Lei Wan,Insecticide 
Lei Wan,Depletion 
H0461,Strengthen the spleen
H0461,Insecticide 
H0461,Depletion 
Hu Ma Zi,Nourish blood 
Hu Ma Zi,Moisturize  
Hu Ma Zi,Dispel the wind  
Hu Ma Zi,Laxative
H0354,Clear heat 
H0354,Soothing wind 
H0354,Detoxify 
H0354,Tongluo 
H0075,Strengthen the spleen
H0075,And stomach
H0075,Stop dysentery 
H0075,Yiqi 
H0075,Make up
H0075,Get rid of trouble
FU XIAO MAI,Antiperspirant
FU XIAO MAI,In addition to fever 
Bi Xie,Turbidity  
Bi Xie,Dampness  
Bi Xie,Rheumatism 
H0743,Solid essence 
H0743,Photo 
H0743,Warm the kidney  
H0743,Antidiarrheal 
H0743,Warm the spleen 
H0743,Urinary contraction 
H0034,Cough  
H0034,Resolve phlegm 
Gan Jiang Pi,Kaoru  
Gan Jiang Pi,Huiyang 
Gan Jiang Pi,Dispel cold  
Gan Jiang Pi,Wenzhong  
Gan Jiang Pi,Warm the lungs 
Gan Jiang Pi,Tongmai
H0835,Soufeng 
H0835,Insecticide 
H0835,Phlegm 
H0835,Tongqiao 
H1159,Li Qiao 
H1159,Reduce swelling 
H1159,Clear heat 
H1159,Reduce fire 
H0032,Analgesic
H0032,Hemostasis 
H0032,Invigorate blood 
H0032,Qi 
Mao Zhua Cao,Resolve phlegm 
Mao Zhua Cao,Break up 
Mao Zhua Cao,Detoxify 
H0016,Reduce swelling 
H0016,Detoxify 
Han Cai,Dampness  
Han Cai,Invigorate blood 
Han Cai,Social phlegm 
Han Cai,Detoxify 
Han Cai,Solution table 
H1168,Run intestines
H1168,Warm the lungs 
H1168,Tonifying the kidney 
H1168,Laxative
H0570,Sharp joints
H0570,Vomiting 
H0570,Clear heat 
H0570,Detoxify 
H0570,Dehumidification
Tian Jiang Ke,Resolve phlegm 
Tian Jiang Ke,Asthma 
Tian Jiang Ke,Cough  
H0567,Cool blood  
H0567,Insecticide 
H0567,Hemostasis 
H0567,Reduce swelling 
H0567,Clear heat 
H0567,Remove blood stasis 
H0567,Detoxify 
H0567,Laxative
H0430,Impotence  
H0430,Insecticide 
H0430,Antipruritic
H0430,Warm the kidney 
H0430,Dampness 
H0430,Dispel the wind  
H0878,Liyan 
H0878,Insecticide 
H0878,Diarrhea cold accumulation 
H0878,Expectorant  
H0878,Erosion sore 
H0878,Detumescence 
H0878,Chase water 
Chao Cang Er Zi,Dispel cold  
Chao Cang Er Zi,Antipruritic
Chao Cang Er Zi,Soothing wind 
Chao Cang Er Zi,Rheumatism 
Chao Cang Er Zi,Nasal orifice 
Zhi Gu Sun,Diuretic
Zhi Gu Sun,Clear heat 
Zhi Gu Sun,Shengjin 
Zhi Gu Sun,Laxative
Zhi Gu Sun,Dehumidification
Nan Xing,Resolve phlegm 
Nan Xing,Break up 
Nan Xing,Antispasmodic 
Nan Xing,Dispel the wind  
Da Hui Xiang,And stomach
Da Hui Xiang,Dispel cold  
Da Hui Xiang,Analgesic
Da Hui Xiang,Li Qi 
Chao Tao Ren,Moisturize  
Chao Tao Ren,Slippery bowel 
Chao Tao Ren,Broken blood  
Chao Tao Ren,Blood stasis  
Chao Suan Zao Ren,Nourish the liver 
Chao Suan Zao Ren,Ning Xin
Chao Suan Zao Ren,Soothe the nerves 
Chao Suan Zao Ren,Hold sweat 
Chao Dong Gua Zi,Dampness  
Chao Dong Gua Zi,Resolve phlegm 
Chao Dong Gua Zi,Pus
Chao Dong Gua Zi,Eliminate carbuncle 
Chao Dong Gua Zi,Cleans the lungs 
H0601,An round 
H0601,Constrict the lungs 
H0601,Cough  
H0601,Antidiarrheal 
H0601,Hemostasis 
H0601,Astringent intestines 
H0601,Shengjin 
Duan Zi Bei chi,Soothe the nerves 
Duan Zi Bei chi,Pinggan 
Duan Zi Bei chi,Eyesight 
Duan Zi Bei chi,Stun
H0392,Help Yang 
H0392,Solid essence 
H0392,Urinary contraction 
H0392,Tonifying the kidney 
HOU PO,Get angry  
HOU PO,Eliminate phlegm 
HOU PO,Dampness 
HOU PO,Ex-full  
Duan Zhong Ru Shi,Breast milk 
Duan Zhong Ru Shi,Zhuang Yuanyang 
Duan Zhong Ru Shi,Warm lungs 
Duan Mu Li,Solid 
Duan Mu Li,Soothe the nerves 
Duan Mu Li,Pinggan 
Duan Mu Li,convergence 
Duan Mu Li,Break up 
Duan Mu Li,Qianyang 
Duan Mu Li,Soft 
Duan Mu Li,Important town 
H0737,Cough  
H0737,Analgesic
H0737,Nourish the lungs
H0737,Urgency 
H0737,Make up
H0737,Invigorate
H1033,Active 
H1033,Reduce swelling 
H1033,Dispel the wind  
H1033,Detoxify 
H1033,Pass through 
H1033,Dehumidification
Xuan Ming Fen,And stomach
Xuan Ming Fen,Break up 
Xuan Ming Fen,Diarrhea 
Xuan Ming Fen,Depletion 
Xuan Ming Fen,Clear heat 
Xuan Ming Fen,Cleans the lungs 
Xuan Ming Fen,Relieve heat 
Xuan Ming Fen,Detoxify 
Xuan Ming Fen,Soft 
Xuan Ming Fen,Laxative
Chao Bai Zhu,Strengthen the spleen
Chao Bai Zhu,Water utilization
Chao Bai Zhu,Fetus 
Chao Bai Zhu,Antiperspirant
Chao Bai Zhu,Dampness 
Chao Bai Zhu,Yiqi 
Huang Lian Tan,Purging fire 
Huang Lian Tan,Clear heat 
Huang Lian Tan,Dampness 
Huang Lian Tan,Detoxify 
H1024,Resolve phlegm 
H1024,Break up 
H1024,Anti-vomiting 
H1024,Extinguishing 
H1024,Dampness 
H1024,Inverse reduction 
H1115,Purging fire 
H1115,Clear heat 
H1115,Dampness 
H1115,Treatment of sores 
H1115,Detoxify 
H1115,Desteaming 
Yu Liang Shi,convergence 
Yu Liang Shi,Antidiarrheal 
Yu Liang Shi,Hemostasis 
Yu Liang Shi,Astringent intestines 
Nu Zhen Ye,Sanyu
Nu Zhen Ye,Eyesight 
Nu Zhen Ye,Cough  
Nu Zhen Ye,Reduce swelling 
Nu Zhen Ye,Clear heat 
Nu Zhen Ye,Detoxify 
Sheng He Shou Wu,Nourish blood 
Sheng He Shou Wu,Cut malaria 
Sheng He Shou Wu,Run intestines
Sheng He Shou Wu,Nourish yin 
Sheng He Shou Wu,Dispel the wind  
Sheng He Shou Wu,Detoxify 
Sheng He Shou Wu,Laxative
H0093,Strengthen the spleen
H0093,Resolve phlegm 
H0093,Dampness 
H0093,Li Qi 
Xue Yu Tan,Diuretic
Xue Yu Tan,Huayu 
Xue Yu Tan,Hemostasis 
Xue Yu Tan,Muscle growth
H0269,Dehumidification 
H0269,And stomach
H0269,Pinggan 
H0269,Shujin 
H0089,Li Qi 
H0089,Dispel cold  
H0089,Eliminate phlegm 
H0089,Dampness 
H0240,Cough  
H0240,Analgesic
H0240,Purging fire 
H0240,Nourish the lungs
H0240,Yiqi 
H0240,Urgent
H0240,Make up
H0240,Detoxify 
H0240,Reconcile all medicines
Zhu Mai dong ,Nourish the lungs
Zhu Mai dong ,Pure heart 
Zhu Mai dong ,Nourish yin 
Zhu Mai dong ,Shengjin 
Zhu Mai dong ,Benefit stomach 
Zhu Mai dong ,Get rid of trouble
H0094,Nourish the liver 
H0094,Nourish the lungs
H0094,Nourish the kidney 
H0847,Nourish blood 
H0847,Yiqi 
H0847,Yijing 
H0847,Tonifying the kidney 
Zao Xin Tu,Anti-vomiting 
Zao Xin Tu,Antidiarrheal 
Zao Xin Tu,Hemostasis 
Zao Xin Tu,Wenzhong  
H0522,Shengjin 
H0522,Yiqi 
H0522,Nourish the lungs 
H0522,Nourish the spleen  
H0666,Nourish the heart 
H0666,Get rid of trouble
Xi Qing Guo,Liyan 
Xi Qing Guo,Clear heat 
Xi Qing Guo,Shengjin 
Xi Qing Guo,Detoxify 
H0761,Cool blood  
H0761,Gallbladder 
H0761,Analgesic
H0761,Invigorate blood 
H0761,Pure heart 
H0761,Soothing the liver 
H0761,Qi 
H0761,Depression 
H1188,Analgesic
H1188,Invigorate blood 
H1188,Remove blood stasis 
H1188,Pass through 
Ju Luo,Resolve phlegm 
Ju Luo,Li Qi 
Ju Luo,Tongluo 
H0350,Diuretic
H0350,Broken blood  
H0350,Tonglin
H0350,Pass through 
H1170,Get angry  
H1170,Liyan 
H1170,Constrict the lungs 
H1170,Astringent intestines 
H0468,Cool blood  
H0468,Diuretic
H0468,Cough  
H0468,Hemostasis 
H0468,Cleans the lungs 
H0468,Tonglin
H0006,Diuretic
H0006,Cough  
H0006,Detoxify 
H0006,Analgesia 
H1216,Huayu 
H1216,Hemostasis 
H0762,Get angry  
H0762,Water utilization
H0762,Moisturize  
H0762,Slippery bowel 
Yin Chen,Damp heat 
Yin Chen,Anti-jaundice
H0472,Cool blood  
H0472,Attack and accumulation 
H0472,Purging fire 
H0472,Damp heat 
H0472,Remove blood stasis 
H0472,Detoxify 
Jiang Zhi Zi ,Cool blood  
Jiang Zhi Zi ,Dampness  
Jiang Zhi Zi ,Purging fire 
Jiang Zhi Zi ,Clear heat 
Jiang Zhi Zi ,Detoxify 
Jiang Zhi Zi ,Get rid of trouble
H1238,Nourish yin 
H1238,Fill in
H1238,Nourish the lungs
H1238,Nourish the kidney 
H1238,Yiqi 
H1238,Nourish the spleen  
JIU DA HUANG,Cool blood  
JIU DA HUANG,Attack and accumulation 
JIU DA HUANG,Purging fire 
JIU DA HUANG,Damp heat 
JIU DA HUANG,Remove blood stasis 
JIU DA HUANG,Detoxify 
Jian Shen Qu,Strengthen the spleen
Jian Shen Qu,Chemical product 
Jian Shen Qu,And stomach
Jian Shen Qu,Digestion 
Yu Liang Shi,Stop band 
Yu Liang Shi,Hemostasis 
Yu Liang Shi,Astringent intestines 
